"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147","COL148","COL149","COL150","COL151","COL152","COL153","COL154","COL155","COL156","COL157","COL158","COL159","COL160","COL161","COL162","COL163","COL164","COL165","COL166","COL167","COL168","COL169","COL170","COL171","COL172","COL173","COL174","COL175","COL176","COL177","COL178","COL179","COL180"
"M6N","M6N",41243.00,41245.00,40.30,100.00,16250.00,41210.00,2.50,34910.00,41230.00,34880.00,34885.00,34885.00,34885.00,16250.00,16250.00,17.90,7365.00,21.20,8735.00,41065.00,36005.00,7375.00,28635.00,5070.00,41065.00,20220.00,20025.00,5995.00,4420.00,4490.00,3455.00,1715.00,1740.00,1670.00,820.00,20030.00,1325.00,3245.00,5305.00,8620.00,1525.00,20025.00,5555.00,415.00,115.00,505.00,505.00,20.00,985.00,300.00,205.00,360.00,170.00,1970.00,8035.00,30.00,140.00,55.00,95.00,260.00,85.00,50.00,1035.00,65.00,325.00,4665.00,80.00,75.00,75.00,170.00,320.00,510.00,1340.00,10.00,50.00,245.00,45.00,10.00,45.00,305.00,20.00,620.00,5055.00,40.00,180.00,365.00,40.00,410.00,60.00,15.00,50.00,45.00,15.00,200.00,1295.00,95.00,0.00,10.00,1695.00,540.00,45.00,1670.00,520.00,125.00,0.00,20.00,0.00,40.00,70.00,40.00,40.00,180.00,340.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,25.00,280.00,225.00,0.00,0.00,10.00,0.00,20.00,80.00,35.00,0.00,15.00,0.00,0.00,0.00,70.00,570.00,25.00,20.00,45.00,10.00,45.00,10.00,0.00,0.00,20.00,0.00,10.00,35.00,35.00,225.00,10.00,10.00,0.00,0.00,10.00,10.00,55.00,10.00,10.00,10.00,0.00,41070.00,21025.00,13180.00,6865.00,14540.00,5195.00,2460.00,2740.00,5760.00,3275.00,310.00,16235.00,16235.00,34780.00,34785.00,18905.00,18905.00
"M6P","M6P",40035.00,40035.00,39.70,100.00,18970.00,39570.00,2.10,34660.00,39850.00,34215.00,34215.00,34215.00,34215.00,18975.00,18970.00,14.90,5880.00,15.90,6295.00,39840.00,35845.00,5905.00,29940.00,3995.00,39840.00,25560.00,13140.00,3795.00,2315.00,2720.00,2610.00,1175.00,1430.00,1705.00,1140.00,13140.00,1180.00,2060.00,2710.00,6185.00,1000.00,13140.00,2430.00,165.00,120.00,60.00,170.00,0.00,215.00,215.00,110.00,185.00,520.00,670.00,6440.00,135.00,75.00,115.00,285.00,160.00,150.00,135.00,225.00,30.00,915.00,910.00,175.00,470.00,305.00,490.00,885.00,965.00,680.00,25.00,40.00,185.00,40.00,0.00,35.00,30.00,65.00,255.00,3495.00,20.00,110.00,535.00,150.00,420.00,230.00,45.00,80.00,300.00,25.00,90.00,390.00,35.00,50.00,40.00,405.00,560.00,100.00,1700.00,345.00,25.00,0.00,25.00,0.00,0.00,90.00,90.00,10.00,90.00,570.00,35.00,15.00,65.00,0.00,25.00,120.00,20.00,110.00,175.00,115.00,10.00,0.00,0.00,0.00,0.00,10.00,45.00,0.00,15.00,0.00,20.00,0.00,15.00,645.00,10.00,10.00,60.00,0.00,155.00,35.00,20.00,0.00,15.00,30.00,0.00,15.00,35.00,120.00,0.00,0.00,30.00,10.00,10.00,0.00,40.00,45.00,35.00,25.00,10.00,39840.00,14620.00,11660.00,13555.00,9525.00,4540.00,2175.00,2365.00,3060.00,1830.00,95.00,19020.00,19020.00,34455.00,34455.00,21010.00,21010.00
"M6R","M6R",19857.00,19860.00,39.40,100.00,8595.00,19290.00,2.20,16755.00,19325.00,16195.00,16195.00,16195.00,16200.00,8600.00,8600.00,12.30,2370.00,12.00,2320.00,19320.00,18145.00,3455.00,14690.00,1175.00,19320.00,14580.00,4325.00,1995.00,705.00,690.00,615.00,320.00,295.00,325.00,415.00,4325.00,640.00,855.00,800.00,1800.00,235.00,4325.00,740.00,40.00,40.00,10.00,40.00,0.00,30.00,40.00,30.00,55.00,360.00,95.00,2540.00,20.00,50.00,70.00,150.00,45.00,85.00,70.00,70.00,40.00,690.00,230.00,30.00,90.00,80.00,85.00,470.00,275.00,120.00,0.00,15.00,0.00,10.00,10.00,0.00,0.00,40.00,35.00,845.00,0.00,0.00,190.00,40.00,105.00,45.00,20.00,30.00,60.00,20.00,10.00,100.00,50.00,0.00,15.00,55.00,110.00,90.00,330.00,75.00,10.00,0.00,0.00,0.00,0.00,10.00,40.00,10.00,10.00,165.00,0.00,30.00,30.00,0.00,0.00,10.00,10.00,15.00,65.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,15.00,0.00,15.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,19320.00,5035.00,6255.00,8035.00,2415.00,1055.00,525.00,535.00,885.00,460.00,20.00,8645.00,8650.00,16210.00,16210.00,10170.00,10170.00
"M6S","M6S",34299.00,34300.00,39.80,100.00,14655.00,34030.00,2.30,28085.00,34155.00,27935.00,27930.00,27930.00,27935.00,14655.00,14655.00,10.20,3470.00,12.10,4110.00,33910.00,31745.00,6860.00,24890.00,2165.00,33910.00,23540.00,9815.00,3775.00,1350.00,2075.00,1760.00,845.00,915.00,855.00,550.00,9815.00,1225.00,1825.00,1960.00,4155.00,655.00,9820.00,1660.00,65.00,60.00,20.00,105.00,10.00,210.00,120.00,70.00,65.00,510.00,415.00,5425.00,130.00,180.00,80.00,265.00,155.00,125.00,120.00,200.00,70.00,845.00,310.00,160.00,225.00,350.00,495.00,745.00,980.00,600.00,0.00,70.00,55.00,50.00,15.00,65.00,70.00,70.00,210.00,2055.00,10.00,15.00,300.00,95.00,215.00,145.00,45.00,70.00,170.00,30.00,60.00,365.00,45.00,10.00,35.00,185.00,260.00,75.00,855.00,140.00,10.00,10.00,0.00,10.00,10.00,20.00,45.00,0.00,35.00,290.00,20.00,15.00,30.00,0.00,0.00,25.00,25.00,30.00,135.00,130.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,25.00,0.00,25.00,0.00,60.00,290.00,0.00,0.00,35.00,0.00,30.00,45.00,15.00,0.00,25.00,0.00,10.00,0.00,15.00,55.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,25.00,10.00,10.00,0.00,33910.00,10750.00,10555.00,12605.00,6200.00,3035.00,1305.00,1735.00,1915.00,1170.00,80.00,14630.00,14630.00,27835.00,27835.00,16175.00,16175.00
"M7A","M7A",10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M7Y","M7Y",10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M8V","M8V",37975.00,37975.00,42.40,100.00,19600.00,37665.00,1.90,33650.00,37750.00,33355.00,33355.00,33355.00,33355.00,19600.00,19600.00,18.20,6865.00,20.90,7870.00,37835.00,33205.00,4605.00,28600.00,4630.00,37835.00,21800.00,14855.00,3985.00,2205.00,3110.00,3465.00,1695.00,1765.00,2090.00,1190.00,14860.00,1260.00,2675.00,2985.00,6370.00,1565.00,14855.00,2650.00,150.00,125.00,80.00,245.00,25.00,350.00,150.00,95.00,320.00,335.00,770.00,6675.00,130.00,115.00,65.00,275.00,80.00,120.00,100.00,275.00,55.00,1505.00,460.00,135.00,415.00,105.00,775.00,985.00,1070.00,975.00,10.00,105.00,105.00,65.00,20.00,125.00,95.00,100.00,355.00,4490.00,25.00,70.00,650.00,195.00,780.00,285.00,30.00,80.00,360.00,55.00,95.00,945.00,45.00,20.00,15.00,180.00,660.00,70.00,2090.00,460.00,30.00,25.00,0.00,0.00,55.00,80.00,40.00,45.00,175.00,535.00,0.00,15.00,20.00,10.00,10.00,95.00,70.00,55.00,260.00,135.00,0.00,10.00,0.00,0.00,25.00,0.00,25.00,0.00,45.00,10.00,10.00,0.00,30.00,945.00,0.00,20.00,115.00,0.00,365.00,90.00,15.00,0.00,0.00,20.00,0.00,40.00,10.00,155.00,0.00,0.00,15.00,0.00,50.00,15.00,0.00,40.00,15.00,10.00,0.00,37840.00,16300.00,9750.00,11785.00,11040.00,5050.00,2270.00,2775.00,3350.00,2475.00,160.00,19640.00,19640.00,33550.00,33550.00,19445.00,19445.00
"M8W","M8W",20674.00,20675.00,42.00,100.00,8770.00,20645.00,2.40,17780.00,20655.00,17750.00,17750.00,17750.00,17750.00,8770.00,8770.00,10.30,2125.00,12.10,2495.00,20695.00,19350.00,3340.00,16005.00,1350.00,20695.00,13480.00,6960.00,2530.00,1090.00,1380.00,1405.00,810.00,600.00,550.00,260.00,6955.00,690.00,1140.00,1585.00,3080.00,465.00,6955.00,1010.00,35.00,35.00,25.00,120.00,0.00,95.00,55.00,15.00,155.00,180.00,285.00,3980.00,95.00,140.00,35.00,160.00,40.00,65.00,30.00,405.00,20.00,935.00,315.00,75.00,130.00,85.00,490.00,415.00,540.00,175.00,0.00,10.00,15.00,10.00,15.00,10.00,15.00,10.00,90.00,1785.00,0.00,15.00,185.00,15.00,300.00,70.00,0.00,15.00,45.00,50.00,40.00,720.00,25.00,10.00,10.00,75.00,210.00,15.00,550.00,105.00,10.00,0.00,30.00,0.00,10.00,15.00,10.00,0.00,30.00,140.00,10.00,0.00,0.00,0.00,0.00,15.00,55.00,10.00,55.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,280.00,0.00,15.00,40.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,95.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,20695.00,7335.00,5955.00,7400.00,4480.00,1970.00,950.00,1020.00,1575.00,920.00,25.00,8775.00,8775.00,17785.00,17785.00,10590.00,10590.00
"M8X","M8X",10787.00,10785.00,45.70,100.00,4525.00,10545.00,2.30,9220.00,10655.00,8975.00,8975.00,8975.00,8975.00,4520.00,4525.00,5.40,565.00,6.30,660.00,10565.00,10070.00,1840.00,8230.00,495.00,10565.00,7725.00,2695.00,1365.00,325.00,495.00,360.00,180.00,180.00,145.00,145.00,2695.00,325.00,660.00,605.00,980.00,120.00,2695.00,390.00,25.00,35.00,10.00,25.00,0.00,40.00,0.00,10.00,15.00,190.00,40.00,1500.00,35.00,30.00,20.00,80.00,25.00,45.00,30.00,125.00,40.00,160.00,65.00,45.00,20.00,70.00,95.00,380.00,240.00,90.00,0.00,0.00,0.00,15.00,0.00,0.00,10.00,40.00,20.00,645.00,10.00,0.00,70.00,35.00,60.00,15.00,10.00,15.00,205.00,15.00,0.00,80.00,10.00,10.00,25.00,10.00,90.00,65.00,145.00,15.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,40.00,40.00,0.00,10565.00,2940.00,3175.00,4450.00,1360.00,765.00,325.00,445.00,390.00,195.00,10.00,4585.00,4590.00,9015.00,9015.00,4370.00,4370.00
"M8Y","M8Y",21299.00,21300.00,40.70,100.00,9785.00,21135.00,2.20,18150.00,21155.00,18000.00,17995.00,17995.00,18000.00,9780.00,9780.00,12.80,2705.00,15.80,3330.00,20875.00,18940.00,3360.00,15580.00,1935.00,20875.00,13095.00,7415.00,1890.00,1105.00,1575.00,1800.00,985.00,815.00,1045.00,370.00,7415.00,750.00,1420.00,1475.00,3200.00,570.00,7415.00,935.00,80.00,30.00,20.00,45.00,15.00,100.00,90.00,15.00,85.00,165.00,290.00,4530.00,115.00,100.00,35.00,105.00,20.00,105.00,55.00,230.00,30.00,990.00,310.00,150.00,260.00,295.00,805.00,385.00,535.00,255.00,15.00,30.00,0.00,10.00,10.00,15.00,0.00,25.00,145.00,1660.00,10.00,10.00,145.00,60.00,345.00,85.00,0.00,20.00,115.00,25.00,65.00,220.00,25.00,0.00,20.00,90.00,415.00,35.00,1040.00,150.00,10.00,15.00,10.00,10.00,0.00,50.00,25.00,15.00,25.00,530.00,0.00,0.00,0.00,10.00,25.00,25.00,205.00,10.00,245.00,35.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,20.00,320.00,0.00,0.00,10.00,0.00,115.00,10.00,0.00,10.00,0.00,0.00,10.00,10.00,10.00,30.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,105.00,10.00,10.00,0.00,20875.00,7905.00,6345.00,6630.00,5635.00,2610.00,1090.00,1515.00,1670.00,1320.00,40.00,9760.00,9760.00,17810.00,17810.00,10805.00,10805.00
"M8Z","M8Z",17038.00,17035.00,41.80,100.00,6780.00,16515.00,2.40,14570.00,16570.00,14055.00,14055.00,14055.00,14060.00,6780.00,6785.00,6.40,1050.00,7.50,1235.00,16675.00,15530.00,2925.00,12610.00,1145.00,16675.00,10450.00,6020.00,2310.00,875.00,1135.00,1260.00,675.00,580.00,440.00,205.00,6020.00,600.00,1085.00,1400.00,2575.00,360.00,6020.00,605.00,55.00,30.00,0.00,20.00,0.00,55.00,45.00,35.00,50.00,120.00,195.00,3170.00,55.00,85.00,40.00,80.00,50.00,35.00,50.00,645.00,15.00,585.00,370.00,70.00,65.00,130.00,285.00,315.00,290.00,175.00,0.00,15.00,15.00,30.00,10.00,20.00,0.00,20.00,65.00,2025.00,10.00,20.00,295.00,45.00,520.00,50.00,10.00,20.00,130.00,30.00,65.00,390.00,60.00,10.00,15.00,140.00,235.00,40.00,435.00,55.00,25.00,0.00,0.00,0.00,0.00,0.00,15.00,10.00,0.00,105.00,0.00,0.00,10.00,0.00,10.00,10.00,20.00,20.00,40.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,20.00,250.00,0.00,10.00,35.00,0.00,70.00,0.00,0.00,0.00,0.00,20.00,10.00,15.00,0.00,45.00,0.00,0.00,10.00,0.00,0.00,0.00,25.00,15.00,0.00,0.00,0.00,16675.00,6275.00,5325.00,5075.00,3785.00,1545.00,685.00,860.00,1325.00,890.00,20.00,6795.00,6795.00,14135.00,14140.00,8415.00,8415.00
"M9A","M9A",35594.00,35595.00,43.20,100.00,15120.00,34975.00,2.30,30830.00,35155.00,30210.00,30215.00,30210.00,30210.00,15115.00,15120.00,11.70,4090.00,14.50,5080.00,34830.00,30955.00,5480.00,25475.00,3880.00,34835.00,19585.00,14405.00,4265.00,1725.00,2865.00,3600.00,1920.00,1680.00,1950.00,850.00,14400.00,1355.00,2520.00,3155.00,6105.00,1260.00,14400.00,2145.00,170.00,270.00,80.00,115.00,0.00,320.00,115.00,60.00,80.00,280.00,655.00,7140.00,245.00,235.00,50.00,210.00,95.00,95.00,110.00,820.00,80.00,985.00,385.00,280.00,325.00,405.00,955.00,675.00,1195.00,935.00,0.00,35.00,120.00,50.00,20.00,45.00,285.00,90.00,295.00,4130.00,15.00,175.00,455.00,130.00,725.00,100.00,65.00,45.00,655.00,50.00,175.00,660.00,40.00,75.00,45.00,125.00,590.00,55.00,1950.00,285.00,30.00,60.00,15.00,0.00,40.00,15.00,35.00,35.00,60.00,585.00,0.00,0.00,15.00,15.00,30.00,50.00,190.00,15.00,265.00,110.00,0.00,10.00,0.00,0.00,0.00,10.00,25.00,0.00,0.00,10.00,10.00,0.00,45.00,960.00,0.00,30.00,110.00,0.00,195.00,25.00,35.00,0.00,20.00,85.00,0.00,20.00,15.00,250.00,0.00,0.00,50.00,0.00,25.00,0.00,0.00,95.00,15.00,15.00,0.00,34835.00,15445.00,10185.00,9200.00,10260.00,4970.00,2135.00,2835.00,2875.00,2265.00,150.00,15070.00,15075.00,30060.00,30060.00,16530.00,16530.00
"M9B","M9B",32400.00,32400.00,41.70,100.00,12295.00,32115.00,2.60,27320.00,32125.00,27035.00,27035.00,27035.00,27035.00,12295.00,12290.00,9.70,3115.00,11.70,3745.00,32155.00,29280.00,5670.00,23610.00,2880.00,32155.00,18545.00,13115.00,3875.00,1465.00,3120.00,3190.00,1650.00,1535.00,1475.00,495.00,13120.00,1175.00,2295.00,2770.00,5790.00,1085.00,13115.00,1565.00,105.00,130.00,50.00,115.00,20.00,225.00,90.00,45.00,195.00,220.00,370.00,6035.00,345.00,225.00,70.00,250.00,150.00,115.00,50.00,450.00,55.00,880.00,400.00,245.00,175.00,385.00,755.00,605.00,870.00,855.00,15.00,65.00,0.00,50.00,10.00,95.00,205.00,60.00,335.00,4625.00,135.00,60.00,655.00,160.00,745.00,175.00,65.00,55.00,665.00,50.00,175.00,765.00,180.00,75.00,75.00,175.00,415.00,35.00,1470.00,150.00,20.00,15.00,0.00,10.00,0.00,20.00,35.00,15.00,40.00,460.00,10.00,10.00,25.00,0.00,40.00,30.00,100.00,40.00,210.00,165.00,0.00,45.00,10.00,10.00,30.00,0.00,0.00,0.00,35.00,25.00,0.00,0.00,15.00,690.00,10.00,15.00,95.00,0.00,225.00,25.00,0.00,0.00,0.00,45.00,0.00,0.00,15.00,135.00,0.00,10.00,45.00,10.00,0.00,20.00,10.00,40.00,0.00,0.00,0.00,32160.00,13820.00,10165.00,8170.00,9395.00,5080.00,2025.00,3055.00,2670.00,1555.00,90.00,12245.00,12250.00,27055.00,27055.00,15310.00,15310.00
"M9C","M9C",38291.00,38290.00,44.50,100.00,15115.00,37550.00,2.50,33255.00,37570.00,32520.00,32520.00,32520.00,32520.00,15110.00,15115.00,9.40,3540.00,12.10,4530.00,37620.00,34505.00,5880.00,28625.00,3115.00,37620.00,20185.00,16965.00,4905.00,2050.00,4515.00,4015.00,2120.00,1895.00,1485.00,465.00,16965.00,1545.00,2985.00,3375.00,7690.00,1380.00,16965.00,2045.00,165.00,160.00,55.00,180.00,10.00,275.00,95.00,40.00,155.00,245.00,675.00,9115.00,655.00,380.00,60.00,305.00,200.00,205.00,95.00,660.00,65.00,1210.00,590.00,215.00,245.00,1010.00,1120.00,720.00,1375.00,645.00,10.00,90.00,15.00,95.00,0.00,40.00,155.00,80.00,160.00,5130.00,90.00,85.00,490.00,170.00,670.00,110.00,90.00,15.00,635.00,145.00,460.00,910.00,280.00,45.00,75.00,170.00,695.00,30.00,1485.00,150.00,35.00,10.00,20.00,10.00,0.00,15.00,10.00,20.00,35.00,620.00,15.00,0.00,0.00,20.00,10.00,25.00,160.00,15.00,370.00,90.00,0.00,0.00,0.00,0.00,10.00,20.00,0.00,0.00,30.00,0.00,10.00,0.00,25.00,625.00,15.00,10.00,45.00,0.00,75.00,25.00,20.00,0.00,0.00,60.00,10.00,0.00,45.00,220.00,0.00,0.00,0.00,0.00,40.00,10.00,0.00,55.00,0.00,0.00,0.00,37620.00,17580.00,10785.00,9250.00,12185.00,6280.00,2415.00,3860.00,3190.00,2585.00,130.00,15150.00,15150.00,32605.00,32605.00,17995.00,17995.00
"M9L","M9L",11950.00,11950.00,41.00,100.00,3745.00,11945.00,3.20,9915.00,11945.00,9910.00,9910.00,9910.00,9910.00,3745.00,3745.00,15.30,1830.00,18.80,2245.00,11975.00,10190.00,2360.00,7825.00,1785.00,11975.00,4710.00,7010.00,2175.00,810.00,1310.00,1920.00,925.00,995.00,800.00,255.00,7010.00,435.00,1065.00,2065.00,2690.00,760.00,7010.00,1475.00,0.00,80.00,90.00,250.00,0.00,530.00,45.00,20.00,90.00,20.00,350.00,1950.00,0.00,10.00,10.00,15.00,25.00,0.00,0.00,1615.00,10.00,20.00,100.00,35.00,10.00,0.00,10.00,75.00,20.00,245.00,0.00,0.00,0.00,0.00,0.00,65.00,45.00,10.00,125.00,3335.00,75.00,115.00,35.00,10.00,1140.00,0.00,285.00,0.00,40.00,0.00,900.00,285.00,80.00,10.00,0.00,295.00,65.00,10.00,800.00,145.00,0.00,0.00,10.00,0.00,30.00,0.00,0.00,0.00,105.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,580.00,0.00,35.00,0.00,0.00,125.00,0.00,45.00,0.00,0.00,0.00,0.00,10.00,250.00,75.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,10.00,0.00,0.00,0.00,11975.00,7310.00,3800.00,870.00,4905.00,1445.00,620.00,820.00,2210.00,1240.00,15.00,3745.00,3745.00,9915.00,9915.00,4925.00,4925.00
"M9M","M9M",22263.00,22265.00,38.40,100.00,7310.00,22250.00,3.00,18090.00,22255.00,18075.00,18080.00,18075.00,18075.00,7310.00,7310.00,16.40,3655.00,20.40,4545.00,22325.00,18775.00,4640.00,14135.00,3555.00,22330.00,9005.00,12905.00,2695.00,2035.00,2775.00,3530.00,1635.00,1895.00,1875.00,415.00,12905.00,840.00,1960.00,3345.00,5485.00,1270.00,12905.00,4005.00,35.00,185.00,255.00,575.00,70.00,990.00,105.00,75.00,130.00,100.00,1485.00,2405.00,30.00,20.00,10.00,70.00,65.00,70.00,0.00,1280.00,10.00,110.00,225.00,70.00,35.00,15.00,50.00,145.00,215.00,1050.00,0.00,20.00,45.00,10.00,0.00,285.00,95.00,20.00,570.00,5430.00,70.00,45.00,130.00,15.00,1165.00,25.00,225.00,10.00,65.00,0.00,940.00,945.00,210.00,30.00,0.00,1200.00,355.00,15.00,1875.00,555.00,20.00,40.00,15.00,30.00,165.00,20.00,10.00,0.00,260.00,75.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,285.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,135.00,10.00,0.00,0.00,80.00,955.00,10.00,0.00,10.00,0.00,105.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,305.00,265.00,0.00,25.00,15.00,0.00,20.00,0.00,90.00,15.00,10.00,0.00,0.00,22325.00,13390.00,7015.00,1920.00,10415.00,2850.00,1290.00,1560.00,4600.00,2830.00,130.00,7350.00,7350.00,18115.00,18115.00,9840.00,9845.00
"M9N","M9N",25074.00,25075.00,39.30,100.00,10170.00,24765.00,2.40,20730.00,24810.00,20440.00,20440.00,20440.00,20440.00,10170.00,10175.00,22.00,5455.00,26.20,6490.00,24725.00,20895.00,4595.00,16295.00,3830.00,24725.00,12255.00,11805.00,2795.00,2005.00,2520.00,2675.00,1225.00,1450.00,1810.00,670.00,11805.00,905.00,1985.00,3120.00,4830.00,970.00,11805.00,4640.00,190.00,100.00,180.00,325.00,10.00,1780.00,115.00,90.00,205.00,135.00,1505.00,2790.00,15.00,60.00,40.00,55.00,45.00,205.00,10.00,780.00,15.00,115.00,780.00,35.00,40.00,20.00,25.00,255.00,290.00,1720.00,0.00,10.00,200.00,70.00,10.00,265.00,580.00,35.00,550.00,2650.00,80.00,35.00,105.00,15.00,135.00,15.00,55.00,15.00,60.00,0.00,85.00,730.00,410.00,65.00,10.00,605.00,230.00,0.00,1815.00,740.00,55.00,10.00,30.00,0.00,230.00,55.00,30.00,10.00,330.00,240.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,220.00,425.00,0.00,15.00,0.00,0.00,0.00,10.00,65.00,10.00,95.00,115.00,0.00,0.00,115.00,405.00,20.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,190.00,0.00,25.00,50.00,0.00,0.00,10.00,45.00,25.00,0.00,0.00,0.00,24725.00,12565.00,8020.00,4145.00,9230.00,2525.00,1285.00,1240.00,4015.00,2445.00,245.00,10170.00,10170.00,20450.00,20450.00,11235.00,11240.00
"M9P","M9P",20874.00,20875.00,44.90,100.00,7905.00,20180.00,2.60,17730.00,20440.00,17040.00,17040.00,17040.00,17040.00,7905.00,7905.00,12.10,2435.00,15.70,3170.00,20155.00,18385.00,3555.00,14830.00,1770.00,20150.00,11090.00,8835.00,3320.00,1190.00,1765.00,1760.00,940.00,815.00,795.00,235.00,8830.00,740.00,1605.00,2240.00,3605.00,635.00,8835.00,1485.00,115.00,135.00,55.00,110.00,0.00,305.00,10.00,35.00,100.00,115.00,515.00,4720.00,60.00,110.00,30.00,105.00,100.00,95.00,15.00,1360.00,10.00,550.00,425.00,185.00,125.00,85.00,595.00,275.00,595.00,1005.00,0.00,45.00,120.00,40.00,0.00,145.00,280.00,10.00,370.00,1600.00,80.00,50.00,85.00,20.00,240.00,40.00,55.00,0.00,190.00,40.00,145.00,320.00,40.00,20.00,35.00,50.00,180.00,25.00,800.00,130.00,10.00,10.00,10.00,0.00,20.00,0.00,30.00,0.00,50.00,180.00,0.00,10.00,0.00,0.00,0.00,25.00,30.00,10.00,110.00,180.00,0.00,10.00,10.00,0.00,10.00,0.00,15.00,0.00,50.00,20.00,0.00,0.00,65.00,305.00,20.00,15.00,0.00,0.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,125.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,20.00,0.00,0.00,0.00,20155.00,9165.00,6990.00,3995.00,5600.00,2220.00,1000.00,1215.00,1775.00,1510.00,95.00,7870.00,7870.00,17020.00,17020.00,8605.00,8605.00
